timestamp,open,high,low,close,volume,return,hour,day_of_week,day_of_month,month,rolling_mean_3,rolling_std_3,rolling_volatility_3,rolling_mean_6,rolling_std_6,rolling_volatility_6,rolling_mean_12,rolling_std_12,rolling_volatility_12,rolling_mean_24,rolling_std_24,rolling_volatility_24
2025-05-13 21:00:00,104562.4,104613.32,104179.0,104342.71,391.26707,-0.0021031567058482636,21,1,13,5,-3.667200299162232e-05,0.0036596116580732024,0.006338633327754168,0.0010578238048880213,0.0031023823576726583,0.007599253763310668,0.0007103677184581159,0.0030297333503087847,0.010495304192241381,0.0007383099887013541,0.0037140660277436856,0.01819513327795524
2025-05-13 22:00:00,104342.7,104432.03,104100.0,104128.5,502.72511,-0.00205505667078576,22,1,13,5,-0.002117939707526754,7.143118006937905e-05,0.00012372243312476586,0.0006457254060648528,0.003358124011703547,0.008225690321661734,0.0004580479124141057,0.0031303042811844993,0.010843692116323852,0.0005121694627853538,0.0037119439974745093,0.018184737495198795
2025-05-13 23:00:00,104128.5,104285.66,103869.01,104103.72,555.94433,-0.00023800351470093517,23,1,13,5,-0.0014654056304449863,0.0010632334497385797,0.0018415743552539503,-0.000263071367485009,0.002503368055907904,0.006131974375357475,0.0003003377307379355,0.00311216570501778,0.01078085824532842,0.0005286165080945112,0.003707522412841696,0.018163076242788945
2025-05-14 00:00:00,104103.72,104115.86,103763.85,103920.76,1038.59479,-0.0017590241992255784,0,2,14,5,-0.001350694794904091,0.0009749206223250324,0.0016886120512136248,-0.0006936833989478567,0.002501057346882631,0.006126314317301512,0.00019126231578277716,0.0031633748621115528,0.010958251969126802,0.0006712499254892812,0.0035403446684081886,0.01734407590236594
2025-05-14 01:00:00,103920.77,104082.71,103700.0,103734.82,1074.76281,-0.0017908505005710396,1,2,14,5,-0.0012626260714991844,0.0008874918401254102,0.0015371809584000056,-0.0016902828895129691,0.0007325067212678059,0.0017942677002652267,1.5224501504966051e-05,0.003213837360938034,0.011133059192815502,0.0005394347941061195,0.0035718452884947734,0.017498396793952736
2025-05-14 02:00:00,103734.81,103786.21,103496.82,103713.27,481.61389,-0.00020776281987089362,2,2,14,5,-0.0012525458398891705,0.0009049485607222292,0.0015674168854072303,-0.0013589757351670784,0.0008907029210736416,0.0021817676690368995,0.00042017778431728087,0.0027939394231726077,0.009678490068409276,0.0006662880199820679,0.0034843196236543383,0.01706961035743889
2025-05-14 03:00:00,103713.27,103777.78,103453.26,103587.44,415.74688,-0.0012139853785697596,3,2,14,5,-0.0010708662330038976,0.0008011890966349869,0.0013877002218420083,-0.0012107805139539944,0.0008126751396327373,0.001990639418745277,-7.64783545329865e-05,0.002465503499108599,0.008540754653389883,0.000758251873459607,0.003399850887495412,0.01665579975182459
2025-05-14 04:00:00,103587.44,103842.98,103471.36,103743.02,427.81934,0.001500792784641547,4,2,14,5,2.6348195400297907e-05,0.0013724471190052236,0.0023771481408185764,-0.0006181389380494432,0.0012517737585205527,0.00306620698178124,1.3793234007704788e-05,0.0025047542311567375,0.008676723177673179,0.0004024907941363824,0.0027759611613211678,0.013599376782041359
2025-05-14 05:00:00,103743.02,103971.0,103687.13,103896.71,506.88636,0.0014803528021047896,5,2,14,5,0.0005890534027255256,0.0015615108335719722,0.002704616100315885,-0.00033174621858182246,0.0015232680405910305,0.0037312294409371587,-0.0002974087930334157,0.001975995363438853,0.006845048729993245,0.0005732244018315699,0.0027073203383745463,0.013263106798553467
2025-05-14 06:00:00,103896.7,103952.39,103662.82,103757.5,381.32265,-0.0013407868865744632,6,2,14,5,0.0005467862333906245,0.0016347182205605332,0.0028314150140694295,-0.00026203999980663656,0.0014528327165539122,0.003558698837178628,-0.00047786169937724665,0.0019630449873391633,0.006800187311229668,0.00048693577686938677,0.0027349631407101783,0.013398528320119294
2025-05-14 07:00:00,103757.5,103800.0,103381.02,103716.55,786.22564,-0.000394748167606096,7,2,14,5,-8.50607506919232e-05,0.0014358401749173081,0.0024869481345053614,-2.935627764581265e-05,0.0012577053816095877,0.0030807364316958875,-0.0008598195835793909,0.0013096833846456828,0.00453687632807019,0.00042439862010660673,0.0027373473713008358,0.013410208616871784
2025-05-14 08:00:00,103716.55,103888.0,103187.0,103200.0,1056.63353,-0.0049928444396307725,8,2,14,5,-0.002242793164603777,0.00242813381548568,0.004205651135997271,-0.0008268698809391258,0.002395718359485414,0.0058682875481568635,-0.0010929228080531022,0.0017454746861067488,0.006046501679324454,0.00019343928709888067,0.0029517210375295867,0.014460420809972084
2025-05-14 09:00:00,103200.0,103496.05,102875.22,103485.73,1191.70027,0.0027648757562790394,9,2,14,5,-0.0008742389503192763,0.00390102412419315,0.006756771984654417,-0.00016372635846432596,0.0027860206250293843,0.006824328944191855,-0.0006872534362091601,0.002031585279840611,0.007037617849185948,1.1557141124477846e-05,0.0026217561448260533,0.012843929569660371
