date,close
2025-11-11,102976.19
2025-11-12,103802.03
2025-11-12,103802.02
2025-11-12,101623.4
2025-11-13,98279.27
2025-11-13,98278.84
2025-11-13,99610.01
2025-11-14,95329.96
2025-11-14,95252.86
2025-11-14,95452.01
2025-11-14,95267.47
2025-11-14,95619.0
2025-11-14,95623.6
2025-11-15,96154.0
2025-11-16,95620.12
