return_lag_1,return_lag_2,return_lag_3,return_lag_4,return_lag_5,return_lag_6,return_lag_7,return_lag_8,return_lag_9,return_lag_10,return_lag_11,return_lag_12,return_lag_13,return_lag_14,return_lag_15,return_lag_16,return_lag_17,return_lag_18,return_lag_19,return_lag_20,return_lag_21,return_lag_22,return_lag_23,return_lag_24
-0.0021031567058482636,-0.0021956057459462386,0.004188746442819635,0.000824647989551508,0.005214777126598236,0.0004175337221532516,0.0047458882876334485,-0.005067202213618671,0.0003216032707626937,-0.0004501192197636783,0.0016545186654131072,0.0009727810017423622,0.007130047259664707,0.0005501795525546527,0.001106143594700626,0.0007301401125179297,-0.0026172537825797093,0.010039058688398939,-0.003421117862030698,-0.0032522402408936557,0.0013727126526248412,-0.005182226216700059,-0.0006327326021207114,0.003372315951198246
-0.00205505667078576,-0.0021031567058482636,-0.0021956057459462386,0.004188746442819635,0.000824647989551508,0.005214777126598236,0.0004175337221532516,0.0047458882876334485,-0.005067202213618671,0.0003216032707626937,-0.0004501192197636783,0.0016545186654131072,0.0009727810017423622,0.007130047259664707,0.0005501795525546527,0.001106143594700626,0.0007301401125179297,-0.0026172537825797093,0.010039058688398939,-0.003421117862030698,-0.0032522402408936557,0.0013727126526248412,-0.005182226216700059,-0.0006327326021207114
-0.00023800351470093517,-0.00205505667078576,-0.0021031567058482636,-0.0021956057459462386,0.004188746442819635,0.000824647989551508,0.005214777126598236,0.0004175337221532516,0.0047458882876334485,-0.005067202213618671,0.0003216032707626937,-0.0004501192197636783,0.0016545186654131072,0.0009727810017423622,0.007130047259664707,0.0005501795525546527,0.001106143594700626,0.0007301401125179297,-0.0026172537825797093,0.010039058688398939,-0.003421117862030698,-0.0032522402408936557,0.0013727126526248412,-0.005182226216700059
-0.0017590241992255784,-0.00023800351470093517,-0.00205505667078576,-0.0021031567058482636,-0.0021956057459462386,0.004188746442819635,0.000824647989551508,0.005214777126598236,0.0004175337221532516,0.0047458882876334485,-0.005067202213618671,0.0003216032707626937,-0.0004501192197636783,0.0016545186654131072,0.0009727810017423622,0.007130047259664707,0.0005501795525546527,0.001106143594700626,0.0007301401125179297,-0.0026172537825797093,0.010039058688398939,-0.003421117862030698,-0.0032522402408936557,0.0013727126526248412
-0.0017908505005710396,-0.0017590241992255784,-0.00023800351470093517,-0.00205505667078576,-0.0021031567058482636,-0.0021956057459462386,0.004188746442819635,0.000824647989551508,0.005214777126598236,0.0004175337221532516,0.0047458882876334485,-0.005067202213618671,0.0003216032707626937,-0.0004501192197636783,0.0016545186654131072,0.0009727810017423622,0.007130047259664707,0.0005501795525546527,0.001106143594700626,0.0007301401125179297,-0.0026172537825797093,0.010039058688398939,-0.003421117862030698,-0.0032522402408936557
-0.00020776281987089362,-0.0017908505005710396,-0.0017590241992255784,-0.00023800351470093517,-0.00205505667078576,-0.0021031567058482636,-0.0021956057459462386,0.004188746442819635,0.000824647989551508,0.005214777126598236,0.0004175337221532516,0.0047458882876334485,-0.005067202213618671,0.0003216032707626937,-0.0004501192197636783,0.0016545186654131072,0.0009727810017423622,0.007130047259664707,0.0005501795525546527,0.001106143594700626,0.0007301401125179297,-0.0026172537825797093,0.010039058688398939,-0.003421117862030698
-0.0012139853785697596,-0.00020776281987089362,-0.0017908505005710396,-0.0017590241992255784,-0.00023800351470093517,-0.00205505667078576,-0.0021031567058482636,-0.0021956057459462386,0.004188746442819635,0.000824647989551508,0.005214777126598236,0.0004175337221532516,0.0047458882876334485,-0.005067202213618671,0.0003216032707626937,-0.0004501192197636783,0.0016545186654131072,0.0009727810017423622,0.007130047259664707,0.0005501795525546527,0.001106143594700626,0.0007301401125179297,-0.0026172537825797093,0.010039058688398939
0.001500792784641547,-0.0012139853785697596,-0.00020776281987089362,-0.0017908505005710396,-0.0017590241992255784,-0.00023800351470093517,-0.00205505667078576,-0.0021031567058482636,-0.0021956057459462386,0.004188746442819635,0.000824647989551508,0.005214777126598236,0.0004175337221532516,0.0047458882876334485,-0.005067202213618671,0.0003216032707626937,-0.0004501192197636783,0.0016545186654131072,0.0009727810017423622,0.007130047259664707,0.0005501795525546527,0.001106143594700626,0.0007301401125179297,-0.0026172537825797093
0.0014803528021047896,0.001500792784641547,-0.0012139853785697596,-0.00020776281987089362,-0.0017908505005710396,-0.0017590241992255784,-0.00023800351470093517,-0.00205505667078576,-0.0021031567058482636,-0.0021956057459462386,0.004188746442819635,0.000824647989551508,0.005214777126598236,0.0004175337221532516,0.0047458882876334485,-0.005067202213618671,0.0003216032707626937,-0.0004501192197636783,0.0016545186654131072,0.0009727810017423622,0.007130047259664707,0.0005501795525546527,0.001106143594700626,0.0007301401125179297
-0.0013407868865744632,0.0014803528021047896,0.001500792784641547,-0.0012139853785697596,-0.00020776281987089362,-0.0017908505005710396,-0.0017590241992255784,-0.00023800351470093517,-0.00205505667078576,-0.0021031567058482636,-0.0021956057459462386,0.004188746442819635,0.000824647989551508,0.005214777126598236,0.0004175337221532516,0.0047458882876334485,-0.005067202213618671,0.0003216032707626937,-0.0004501192197636783,0.0016545186654131072,0.0009727810017423622,0.007130047259664707,0.0005501795525546527,0.001106143594700626
